FisheryID, Name,Year,HRS
1,PT_Fishery,2015,1
2,US_PT_Fishery,2015,1
3,Term_Fishery,2015,1
4,US_Term_Fishery,2015,1
1,PT_Fishery,2020,0.1
2,US_PT_Fishery,2020,1
3,Term_Fishery,2020,0.1
4,US_Term_Fishery,2020,1
