FisheryID, Name,Year,HRS
1,PT_Fishery,2014,1
2,US_PT_Fishery,2014,1
3,Term_Fishery,2014,1
4,US_Term_Fishery,2014,1
1,PT_Fishery,2019,0.6
2,US_PT_Fishery,2019,0.6
3,Term_Fishery,2019,0.6
4,US_Term_Fishery,2019,0.6
1,PT_Fishery,2020,0.6
2,US_PT_Fishery,2020,0.6
3,Term_Fishery,2020,0.6
4,US_Term_Fishery,2020,0.6
