FisheryID, Name,Year,HRS
1,PT_Fishery,2014,1
2,US_PT_Fishery,2014,1
3,Term_Fishery,2014,1
4,US_Term_Fishery,2014,1
1,PT_Fishery,2019,0.8
2,US_PT_Fishery,2019,0.8
3,Term_Fishery,2019,0.8
4,US_Term_Fishery,2019,0.8
1,PT_Fishery,2020,0.8
2,US_PT_Fishery,2020,0.8
3,Term_Fishery,2020,0.8
4,US_Term_Fishery,2020,0.8
