Year,Mult
2013,1
2019,0.986666667
2020,0.973333333
2021,0.96
2022,0.946666667
2023,0.933333333
2024,0.92
2025,0.906666667
2026,0.893333333
2027,0.88
2028,0.866666667
2029,0.853333333
2030,0.84
2031,0.826666667
2032,0.813333333
2033,0.8
