StockID,Type,Ocean_Stream,Maturation_Period,Surv_Grp,SmSurvRate,SmRelTarget,MaxAge,SmPerFemBT,BTSexRatio,maxBT
Harrison,Natural,Ocean,1,1,NA,NA,5,NA,NA,NA
