Year,Mult
2015,1
2020,0.966666667
2021,0.933333333
2022,0.9
2023,0.866666667
2024,0.833333333
2025,0.8
2026,0.766666667
2027,0.733333333
2028,0.7
2029,0.666666667
2030,0.633333333
2031,0.6
